source_excel_row,mineID,site,country_raw,roman_province_raw,region_raw,latitude_raw,longitude_raw,coordinate_in_broad_spain_envelope,include_spain_subset,selection_rule,selection_reason
2,1,Aljustrel,Portugal,Lusitania,Beja,37.880874,-8.175981,True,False,excluded_country_not_spain,country is not the configured modern-country value Spain.
3,2,Atalaia de Alte,Portugal,Lusitania,Faro,37.24315224,-8.187164537,True,False,excluded_country_not_spain,country is not the configured modern-country value Spain.
4,3,Avintes,Portugal,Lusitania,Northern Portugal,41.099158,-8.544675,True,False,excluded_country_not_spain,country is not the configured modern-country value Spain.
5,4,Belmonte - Colmeal - Maçainhas,Portugal,Hispania Tarraconensis,Castelo Branco,40.38963823,-7.340493633,True,False,excluded_country_not_spain,country is not the configured modern-country value Spain.
6,5,Brancanes,Portugal,Lusitania,Beja,37.55756281,-8.016500588,True,False,excluded_country_not_spain,country is not the configured modern-country value Spain.
7,6,Buraco dos Mouros de Urros,Portugal,Hispania Tarraconensis,Northern Portugal,41.07721,-7.040592,True,False,excluded_country_not_spain,country is not the configured modern-country value Spain.
8,7,Cabeço de Mua,Portugal,Hispania Tarraconensis,Braga,41.19318578,-6.956601638,True,False,excluded_country_not_spain,country is not the configured modern-country value Spain.
9,8,Carvalhelos,Portugal,Hispania Tarraconensis,Viano do Castelo,41.68652096,-7.739182189,True,False,excluded_country_not_spain,country is not the configured modern-country value Spain.
10,9,Cerro da Mina,Portugal,Lusitania,Faro,37.44799935,-7.755615659,True,False,excluded_country_not_spain,country is not the configured modern-country value Spain.
11,10,Cisterna dos Cães,Portugal,Lusitania,Faro,37.19050854,-8.438280827,True,False,excluded_country_not_spain,country is not the configured modern-country value Spain.
12,11,Corta da Torre,Portugal,Hispania Tarraconensis,Northern Portugal,41.69245,-8.670924,True,False,excluded_country_not_spain,country is not the configured modern-country value Spain.
13,12,Corta do Penedo das Bruxas,Portugal,Hispania Tarraconensis,Northern Portugal,41.737828,-7.573834,True,False,excluded_country_not_spain,country is not the configured modern-country value Spain.
14,13,Covas de Mouros de Monte da Nó,Portugal,Hispania Tarraconensis,Northern Portugal,41.708911,-8.59835,True,False,excluded_country_not_spain,country is not the configured modern-country value Spain.
15,14,Crugeira,Portugal,Hispania Baetica,Beja,38.11068367,-7.317816557,True,False,excluded_country_not_spain,country is not the configured modern-country value Spain.
16,15,Ervedosa,Portugal,Hispania Tarraconensis,Bragança,41.7257388,-7.095970035,True,False,excluded_country_not_spain,country is not the configured modern-country value Spain.
17,16,Escadia Grande,Portugal,Hispania Tarraconensis,Coimbra,40.07804448,-8.11552781,True,False,excluded_country_not_spain,country is not the configured modern-country value Spain.
18,18,Folgadouro,Portugal,Hispania Tarraconensis,Viano do Castelo,41.7692345,-8.754909308,True,False,excluded_country_not_spain,country is not the configured modern-country value Spain.
19,19,Forca,Portugal,Hispania Tarraconensis,Northern Portugal,41.836843,-8.260849,True,False,excluded_country_not_spain,country is not the configured modern-country value Spain.
20,20,França,Portugal,Hispania Tarraconensis,Northern Portugal,41.9014042,-6.7373962,True,False,excluded_country_not_spain,country is not the configured modern-country value Spain.
21,21,Furados de Pombeiro,Portugal,Hispania Tarraconensis,Coimbra,40.24195054,-8.110787612,True,False,excluded_country_not_spain,country is not the configured modern-country value Spain.
22,22,Grovelas,Portugal,Hispania Tarraconensis,Northern Portugal,41.751727,-8.437788,True,False,excluded_country_not_spain,country is not the configured modern-country value Spain.
23,23,Herdade da Tinoca,Portugal,Lusitania,Portalegre,39.07860132,-7.142712111,True,False,excluded_country_not_spain,country is not the configured modern-country value Spain.
24,24,Herdade do Montinho,Portugal,Lusitania,Beja,37.86304358,-8.160350225,True,False,excluded_country_not_spain,country is not the configured modern-country value Spain.
25,25,Jales,Portugal,Hispania Tarraconensis,Vila Real,41.46531351,-7.587303241,True,False,excluded_country_not_spain,country is not the configured modern-country value Spain.
26,26,Juliana,Portugal,Lusitania,Beja,37.90716138,-8.045521077,True,False,excluded_country_not_spain,country is not the configured modern-country value Spain.
27,27,Lagares,Portugal,Hispania Tarraconensis,Northern Portugal,41.807087,-7.455047,True,False,excluded_country_not_spain,country is not the configured modern-country value Spain.
28,28,Macedinho,Portugal,Hispania Tarraconensis,Northern Portugal,41.405245,-7.104955,True,False,excluded_country_not_spain,country is not the configured modern-country value Spain.
29,29,Malhada,Portugal,Hispania Tarraconensis,Aveiro,40.74143642,-8.400695101,True,False,excluded_country_not_spain,country is not the configured modern-country value Spain.
30,30,Meimoa,Portugal,Hispania Tarraconensis,Castelo Branco,40.19973244,-7.123086066,True,False,excluded_country_not_spain,country is not the configured modern-country value Spain.
31,32,Milreu,Portugal,Hispania Tarraconensis,Santarem,39.61872097,-8.142422005,True,False,excluded_country_not_spain,country is not the configured modern-country value Spain.
32,33,Mina da Cabranca,Portugal,Lusitania,Northern Portugal,41.012513,-8.361867,True,False,excluded_country_not_spain,country is not the configured modern-country value Spain.
33,34,Mina do Bugalho,Portugal,Hispania Baetica,Évora,38.68452182,-7.318251199,True,False,excluded_country_not_spain,country is not the configured modern-country value Spain.
34,35,Mina do Portal,Portugal,Lusitania,Northern Portugal,41.039901,-8.404394,True,False,excluded_country_not_spain,country is not the configured modern-country value Spain.
35,36,Minancos,Portugal,Hispania Baetica,Beja,38.16428271,-7.141500915,True,False,excluded_country_not_spain,country is not the configured modern-country value Spain.
36,37,Monfortinho 1,Portugal,Hispania Tarraconensis,Castelo Branco,40.01267954,-6.874035303,True,False,excluded_country_not_spain,country is not the configured modern-country value Spain.
37,38,Monfortinho 2,Portugal,Hispania Tarraconensis,Castelo Branco,40.01267954,-6.874035303,True,False,excluded_country_not_spain,country is not the configured modern-country value Spain.
38,39,Monfortinho 3 (Fonte Santa),Portugal,Hispania Tarraconensis,Castelo Branco,39.99651051,-6.877844815,True,False,excluded_country_not_spain,country is not the configured modern-country value Spain.
39,40,Monte Judeu,Portugal,Hispania Baetica,Beja,38.04335366,-7.352737619,True,False,excluded_country_not_spain,country is not the configured modern-country value Spain.
40,41,Noreia,Austria,Noricum,,46.7,14.433333,False,False,excluded_country_not_spain,country is not the configured modern-country value Spain.
41,42,Stavelot,Belgium,Gallia Belgica,,50.3833,5.9333,False,False,excluded_country_not_spain,country is not the configured modern-country value Spain.
42,43,Fojnica,Bosnia and Herzegovina,Dalmatia,Central Bosnia,43.96457969,17.90229284,False,False,excluded_country_not_spain,country is not the configured modern-country value Spain.
43,45,Japra,Bosnia and Herzegovina,Dalmatia,Central Bosnia,45.0306,16.4572,False,False,excluded_country_not_spain,country is not the configured modern-country value Spain.
44,46,Kreševo,Bosnia and Herzegovina,Dalmatia,Central Bosnia,43.866667,18.05,False,False,excluded_country_not_spain,country is not the configured modern-country value Spain.
45,47,Ostružnica,Bosnia and Herzegovina,Dalmatia,Central Bosnia,43.96903626,17.94124929,False,False,excluded_country_not_spain,country is not the configured modern-country value Spain.
46,48,Rosinj,Bosnia and Herzegovina,Dalmatia,Central Bosnia,43.94924716,17.68901931,False,False,excluded_country_not_spain,country is not the configured modern-country value Spain.
47,49,Uložnica,Bosnia and Herzegovina,Dalmatia,Central Bosnia,43.9856004,17.68736147,False,False,excluded_country_not_spain,country is not the configured modern-country value Spain.
48,50,Agrokipia,Cyprus,Cyprus,,35.044444,33.155,False,False,excluded_country_not_spain,country is not the configured modern-country value Spain.
49,51,Apliki,Cyprus,Cyprus,,34.930833,33.116944,False,False,excluded_country_not_spain,country is not the configured modern-country value Spain.
50,52,Asproyia,Cyprus,Cyprus,,34.921944,32.615556,False,False,excluded_country_not_spain,country is not the configured modern-country value Spain.
51,53,Ayios Mamas,Cyprus,Cyprus,,34.85,32.95,False,False,excluded_country_not_spain,country is not the configured modern-country value Spain.
52,54,Kalavassos,Cyprus,Cyprus,,34.916667,33.633333,False,False,excluded_country_not_spain,country is not the configured modern-country value Spain.
53,55,Kambia,Cyprus,Cyprus,,34.825,32.741667,False,False,excluded_country_not_spain,country is not the configured modern-country value Spain.
54,56,Kynousa,Cyprus,Cyprus,,35.031321,32.509186,False,False,excluded_country_not_spain,country is not the configured modern-country value Spain.
55,57,Limni,Cyprus,Cyprus,,35.050736,32.461181,False,False,excluded_country_not_spain,country is not the configured modern-country value Spain.
56,58,Mathiatis,Cyprus,Cyprus,,34.962778,33.336111,False,False,excluded_country_not_spain,country is not the configured modern-country value Spain.
57,59,Mavrovouni,Northern Cyprus,Cyprus,,35.114088,32.835988,False,False,excluded_country_not_spain,country is not the configured modern-country value Spain.
58,60,Mazokambos,Northern Cyprus,Cyprus,,35.091672,32.829169,False,False,excluded_country_not_spain,country is not the configured modern-country value Spain.
59,61,Mitsero,Cyprus,Cyprus,,35.042222,33.126944,False,False,excluded_country_not_spain,country is not the configured modern-country value Spain.
60,62,Sha,Cyprus,Cyprus,,34.954722,33.39,False,False,excluded_country_not_spain,country is not the configured modern-country value Spain.
61,63,Skouriotissa,Cyprus,Cyprus,,35.091111,32.884722,False,False,excluded_country_not_spain,country is not the configured modern-country value Spain.
62,64,Troulli,Cyprus,Cyprus,,35.030848,33.616178,False,False,excluded_country_not_spain,country is not the configured modern-country value Spain.
63,65,Abu Zawal,Egypt,Aegyptus,Eastern Desert,26.666667,33.233333,False,False,excluded_country_not_spain,country is not the configured modern-country value Spain.
64,67,Atalla,Egypt,Aegyptus,Eastern Desert,26.154323,33.504118,False,False,excluded_country_not_spain,country is not the configured modern-country value Spain.
65,69,Bir Umm Fawakhir,Egypt,Aegyptus,Eastern Desert,26.010142,33.608432,False,False,excluded_country_not_spain,country is not the configured modern-country value Spain.
66,71,Dunqash,Egypt,Aegyptus,Eastern Desert,24.933333,33.866667,False,False,excluded_country_not_spain,country is not the configured modern-country value Spain.
67,73,Gelli,Egypt,Aegyptus,Eastern Desert,24.52044,34.74244,False,False,excluded_country_not_spain,country is not the configured modern-country value Spain.
68,74,Persou,Egypt,Aegyptus,Eastern Desert,25.950983,33.568897,False,False,excluded_country_not_spain,country is not the configured modern-country value Spain.
69,75,Samut,Egypt,Aegyptus,Eastern Desert,24.8394,33.9488,False,False,excluded_country_not_spain,country is not the configured modern-country value Spain.
70,76,Siqdit,Egypt,Aegyptus,Eastern Desert,25.45094,34.06704,False,False,excluded_country_not_spain,country is not the configured modern-country value Spain.
71,77,Sukkari,Egypt,Aegyptus,Eastern Desert,24.952795,34.711604,False,False,excluded_country_not_spain,country is not the configured modern-country value Spain.
72,78,Wadi el-Sid,Egypt,Aegyptus,Eastern Desert,25.985185,33.611553,False,False,excluded_country_not_spain,country is not the configured modern-country value Spain.
73,79,Banca,France,Gallia Aquitania,,43.1275,-1.373056,True,False,excluded_country_not_spain,country is not the configured modern-country value Spain.
74,80,Bastide de Serou,France,Gallia Narbonensis,,43.012778,1.428611,True,False,excluded_country_not_spain,country is not the configured modern-country value Spain.
75,81,Bertartéa,France,Gallia Aquitania,Pyrénées-Atlantiques,43.340906,-1.392781,True,False,excluded_country_not_spain,country is not the configured modern-country value Spain.
76,83,Camp de César,France,Gallia Aquitania,Pyrénées-Atlantiques,43.347504,-1.413612,True,False,excluded_country_not_spain,country is not the configured modern-country value Spain.
77,84,Ceutrons,France,Alpes Cottiae,,45.485833,6.534444,False,False,excluded_country_not_spain,country is not the configured modern-country value Spain.
78,85,La Bellière,France,Gallia Aquitania,,48.626667,-0.033056,False,False,excluded_country_not_spain,country is not the configured modern-country value Spain.
79,86,La Bessette,France,Gallia Aquitania,,45.4167,3.8667,False,False,excluded_country_not_spain,country is not the configured modern-country value Spain.
80,87,La Minayre,France,Gallia Aquitania,,46.194472,2.468392,False,False,excluded_country_not_spain,country is not the configured modern-country value Spain.
81,89,La Rodde,France,Gallia Narbonensis,Haute Loire_x000D_,45.85,2.6333,False,False,excluded_country_not_spain,country is not the configured modern-country value Spain.
82,90,La Roussignole,France,Gallia Narbonensis,,43.578056,3.363333,True,False,excluded_country_not_spain,country is not the configured modern-country value Spain.
83,91,Landaussia,France,Gallia Aquitania,Pyrénées-Atlantiques,43.337129,-1.393478,True,False,excluded_country_not_spain,country is not the configured modern-country value Spain.
84,92,Lascours,France,Gallia Narbonensis,,44.013706,4.193625,True,False,excluded_country_not_spain,country is not the configured modern-country value Spain.
85,93,L'Assaladou,France,Gallia Narbonensis,,42.950758,1.451866,True,False,excluded_country_not_spain,country is not the configured modern-country value Spain.
86,94,Le Bleymard,France,Gallia Aquitania,,44.48722,3.73583,True,False,excluded_country_not_spain,country is not the configured modern-country value Spain.
87,95,Les Miaules,France,Gallia Lugdunensis,,47.899945,-1.034892,False,False,excluded_country_not_spain,country is not the configured modern-country value Spain.
88,96,Mougno,France,Gallia Narbonensis,,43.5745,3.358713,True,False,excluded_country_not_spain,country is not the configured modern-country value Spain.
89,97,Pioch-Farrus,France,Gallia Narbonensis,,43.5794,3.3714,True,False,excluded_country_not_spain,country is not the configured modern-country value Spain.
90,98,Pontgibaud,France,Gallia Aquitania,Puy-de-D_x001E_ôme,45.833,2.851,False,False,excluded_country_not_spain,country is not the configured modern-country value Spain.
91,99,Sainte-Léocadie 1,France,Gallia Narbonensis,Pyrénées-Orientales,42.43315,1.995833,True,False,excluded_country_not_spain,country is not the configured modern-country value Spain.
92,100,Sainte-Léocadie 2,France,Gallia Narbonensis,Pyrénées-Orientales,42.43003574,1.992569567,True,False,excluded_country_not_spain,country is not the configured modern-country value Spain.
93,101,Sainte-Léocadie 3,France,Gallia Narbonensis,Pyrénées-Orientales,42.41759316,1.995718942,True,False,excluded_country_not_spain,country is not the configured modern-country value Spain.
94,102,Sallagosa 1,France,Gallia Narbonensis,Pyrénées-Orientales,42.46802441,2.053082434,True,False,excluded_country_not_spain,country is not the configured modern-country value Spain.
95,103,Sallagosa 2 ?,France,Gallia Narbonensis,Pyrénées-Orientales,42.46125817,2.056323469,True,False,excluded_country_not_spain,country is not the configured modern-country value Spain.
96,104,Sallagosa 3 ?,France,Gallia Narbonensis,Pyrénées-Orientales,42.46146873,2.047246754,True,False,excluded_country_not_spain,country is not the configured modern-country value Spain.
97,105,Tou de la Mine,France,Gallia Narbonensis,,42.932629,1.443469,True,False,excluded_country_not_spain,country is not the configured modern-country value Spain.
98,106,Vialas,France,Gallia Narbonensis,Gard,44.33444,3.89667,True,False,excluded_country_not_spain,country is not the configured modern-country value Spain.
99,107,Villefranche-de-Rouergue,France,Gallia Aquitania,Aveyron,44.353333,2.035,True,False,excluded_country_not_spain,country is not the configured modern-country value Spain.
100,108,Aachen,Germany,Germania Inferior,,50.775278,6.082778,False,False,excluded_country_not_spain,country is not the configured modern-country value Spain.
101,109,Bad Ems,Germany,Germania Inferior,,50.338056,7.710556,False,False,excluded_country_not_spain,country is not the configured modern-country value Spain.
102,110,Bleiberg,Germany,Germania Inferior,,51.344337,7.075125,False,False,excluded_country_not_spain,country is not the configured modern-country value Spain.
103,111,Eifel,Germany,Germania Inferior,,50.616667,6.433333,False,False,excluded_country_not_spain,country is not the configured modern-country value Spain.
104,112,Keldenich,Germany,Germania Inferior,,50.813507,6.969153,False,False,excluded_country_not_spain,country is not the configured modern-country value Spain.
105,113,Mechernich,Germany,Germania Inferior,,50.6,6.65,False,False,excluded_country_not_spain,country is not the configured modern-country value Spain.
106,114,Sauerland (Brilon),Germany,Germania Inferior,Sauerland,51.397693,8.574451,False,False,excluded_country_not_spain,country is not the configured modern-country value Spain.
107,115,Laurion,Greece,Achaea,Lauriotike,37.710011,24.01197,False,False,excluded_country_not_spain,country is not the configured modern-country value Spain.
108,116,Thasos (mountains),Greece,Achaea,,40.716667,24.766667,False,False,excluded_country_not_spain,country is not the configured modern-country value Spain.
109,117,Thorikos,Greece,Achaea,Lauriotike,37.7,24.05,False,False,excluded_country_not_spain,country is not the configured modern-country value Spain.
110,118,Timna,Israel,Iudaea,,29.787778,34.988889,False,False,excluded_country_not_spain,country is not the configured modern-country value Spain.
111,119,Wadi Amram,Israel,Iudaea,,29.651714,34.937005,False,False,excluded_country_not_spain,country is not the configured modern-country value Spain.
112,120,Argentiera,Italy,Corsica et Sardinia,Sardinia,40.74,8.151111,False,False,excluded_country_not_spain,country is not the configured modern-country value Spain.
113,121,Bessa,Italy,Alpes Cottiae,,45.485823,8.036185,False,False,excluded_country_not_spain,country is not the configured modern-country value Spain.
114,122,Fluminimaggiore,Italy,Corsica et Sardinia,Sardinia,39.4397,8.4964,False,False,excluded_country_not_spain,country is not the configured modern-country value Spain.
115,123,Malacalzetta,Italy,Corsica et Sardinia,Sardinia,39.374915,8.550768,False,False,excluded_country_not_spain,country is not the configured modern-country value Spain.
116,124,Massa Marittima,Italy,Italia,,43.05,10.8833,False,False,excluded_country_not_spain,country is not the configured modern-country value Spain.
117,125,Monteponi,Italy,Corsica et Sardinia,Sardinia,39.316667,8.533333,False,False,excluded_country_not_spain,country is not the configured modern-country value Spain.
118,126,San Giorgo,Italy,Corsica et Sardinia,Sardinia,39.0644,8.995,False,False,excluded_country_not_spain,country is not the configured modern-country value Spain.
119,127,San Giovanni,Italy,Corsica et Sardinia,Sardinia,39.11,8.5211,False,False,excluded_country_not_spain,country is not the configured modern-country value Spain.
120,128,Faynan,Jordan,Arabia Petraea,,30.627084,35.493837,False,False,excluded_country_not_spain,country is not the configured modern-country value Spain.
121,129,Janjevo,Kosovo,Moesia Superior,,42.58363,21.25634,False,False,excluded_country_not_spain,country is not the configured modern-country value Spain.
122,130,Lece,Serbia,Moesia Superior,,42.9042,21.5239,False,False,excluded_country_not_spain,country is not the configured modern-country value Spain.
123,131,Novo Brdo,Kosovo,Moesia Superior,,42.616123,21.435097,False,False,excluded_country_not_spain,country is not the configured modern-country value Spain.
124,132,Lanz,Navarra,Hispania Tarraconensis,,42.99640694,-1.621914721,True,True,included_reviewed_override,"OxREP stores the subnational territory Navarra in the country field; mineID 132 (Lanz) has coordinates 42.996407, -1.621915 and Spanish map sheet 115. Included as an explicit reviewed override, without altering the raw country value."
125,133,Nogueirinha,Portugal,Lusitania,Évora,38.53331052,-8.128499598,True,False,excluded_country_not_spain,country is not the configured modern-country value Spain.
126,134,Outeiro Machado,Portugal,Hispania Tarraconensis,Northern Portugal,41.750612,-7.515958,True,False,excluded_country_not_spain,country is not the configured modern-country value Spain.
127,135,Paulinos,Portugal,Hispania Tarraconensis,Braga,41.5488674,-8.493903507,True,False,excluded_country_not_spain,country is not the configured modern-country value Spain.
128,136,Picalto,Portugal,Lusitania,Faro,37.26293846,-8.240163649,True,False,excluded_country_not_spain,country is not the configured modern-country value Spain.
129,137,Pirâmide de Santa Justa,Portugal,Hispania Tarraconensis,Northern Portugal,41.171439,-8.494012,True,False,excluded_country_not_spain,country is not the configured modern-country value Spain.
130,138,Poço das Freitas,Portugal,Hispania Tarraconensis,Vila Real,41.73727222,-7.598234313,True,False,excluded_country_not_spain,country is not the configured modern-country value Spain.
131,139,Batocas (Poço das Freitas),Portugal,Hispania Tarraconensis,Vila Real,41.75528934,-7.600489841,True,False,excluded_country_not_spain,country is not the configured modern-country value Spain.
132,140,Quarta Feira,Portugal,Hispania Tarraconensis,Guarda,40.35979926,-7.203108594,True,False,excluded_country_not_spain,country is not the configured modern-country value Spain.
133,141,Recarei,Portugal,Hispania Tarraconensis,Northern Portugal,41.157252,-8.434914,True,False,excluded_country_not_spain,country is not the configured modern-country value Spain.
134,142,Río Miño 3: Rio Mouro,Portugal,Hispania Tarraconensis,Viano do Castelo,42.07670386,-8.405047143,True,False,excluded_country_not_spain,country is not the configured modern-country value Spain.
135,143,Río Miño 4: Monção,Portugal,Hispania Tarraconensis,Viano do Castelo,42.07456039,-8.523459902,True,False,excluded_country_not_spain,country is not the configured modern-country value Spain.
136,144,Río Ponsul,Portugal,Hispania Tarraconensis,Castelo Branco,39.80988767,-7.374041294,True,False,excluded_country_not_spain,country is not the configured modern-country value Spain.
137,145,Ruy Gomes,Portugal,Hispania Baetica,Beja,38.11467547,-7.375926245,True,False,excluded_country_not_spain,country is not the configured modern-country value Spain.
138,146,San Domingos,Portugal,Hispania Baetica,Beja,37.66849754,-7.49041657,True,False,excluded_country_not_spain,country is not the configured modern-country value Spain.
139,147,San Salvador - Vila Verde,Portugal,Hispania Tarraconensis,Northern Portugal,,,False,False,excluded_country_not_spain,country is not the configured modern-country value Spain.
140,148,Santo Estevão,Portugal,Lusitania,Faro,37.2194949,-8.371923707,True,False,excluded_country_not_spain,country is not the configured modern-country value Spain.
141,149,Seixo,Portugal,Hispania Tarraconensis,Northern Portugal,41.19008,-7.26548,True,False,excluded_country_not_spain,country is not the configured modern-country value Spain.
142,150,Serra de Arga,Portugal,Hispania Tarraconensis,Northern Portugal,41.806046,-8.713685,True,False,excluded_country_not_spain,country is not the configured modern-country value Spain.
143,151,Serra de Banjas / Mias das Banjas,Portugal,Hispania Tarraconensis,Porto,41.09264776,-8.387838816,True,False,excluded_country_not_spain,country is not the configured modern-country value Spain.
144,152,Serra de Caveira,Portugal,Lusitania,Setubal,38.11740938,-8.50711216,True,False,excluded_country_not_spain,country is not the configured modern-country value Spain.
145,153,Serra de Queiriga,Portugal,Hispania Tarraconensis,Guarda,40.78431492,-7.742175823,True,False,excluded_country_not_spain,country is not the configured modern-country value Spain.
146,154,Serra de Santa Justa / Fojo das Pombas,Portugal,Hispania Tarraconensis,Porto,41.18239405,-8.497837306,True,False,excluded_country_not_spain,country is not the configured modern-country value Spain.
147,155,Tagus 1: Mouriscas,Portugal,Hispania Tarraconensis,Santarem,39.46560039,-8.098241904,True,False,excluded_country_not_spain,country is not the configured modern-country value Spain.
148,156,Tagus 2: Abrantes,Portugal,Hispania Tarraconensis,Santarem,39.47459709,-8.191211683,True,False,excluded_country_not_spain,country is not the configured modern-country value Spain.
149,157,Tagus 3: Confluence Zêzere-Tagus,Portugal,Hispania Tarraconensis,Santarem,39.4789832,-8.307440301,True,False,excluded_country_not_spain,country is not the configured modern-country value Spain.
150,158,Tinas,Portugal,Hispania Tarraconensis,Northern Portugal,41.795201,-8.337281,True,False,excluded_country_not_spain,country is not the configured modern-country value Spain.
151,159,Três Minas - Corta de Covas,Portugal,Hispania Tarraconensis,Vila Real,41.496453,-7.525246,True,False,excluded_country_not_spain,country is not the configured modern-country value Spain.
152,160,Trincheiras,Portugal,Hispania Tarraconensis,Vila Real,39.98332173,-7.457592038,True,False,excluded_country_not_spain,country is not the configured modern-country value Spain.
153,161,Vila Mou,Portugal,Hispania Tarraconensis,Viano do Castelo,41.73351537,-8.698071507,True,False,excluded_country_not_spain,country is not the configured modern-country value Spain.
154,162,Zambujal,Portugal,Lusitania,Beja,38.26209908,-8.021107841,True,False,excluded_country_not_spain,country is not the configured modern-country value Spain.
155,163,Albac,Romania,Dacia,Alba County,46.447759,22.962774,False,False,excluded_country_not_spain,country is not the configured modern-country value Spain.
156,164,Almaşu Mare,Romania,Dacia,Alba County,46.110667,23.116399,False,False,excluded_country_not_spain,country is not the configured modern-country value Spain.
157,165,Alun,Romania,Dacia,Hunedoara  ,45.70775,22.68552,False,False,excluded_country_not_spain,country is not the configured modern-country value Spain.
158,166,"Avram Iancu, Vidra de Sus",Romania,Dacia,Alba County,46.366324,22.885036,False,False,excluded_country_not_spain,country is not the configured modern-country value Spain.
159,167,Baia de Criş,Romania,Dacia,Hunedoara,46.16411,22.707859,False,False,excluded_country_not_spain,country is not the configured modern-country value Spain.
160,168,Baia de Criş - La Ptincuri,Romania,Dacia,Hunedoara  ,46.1761,22.72326,False,False,excluded_country_not_spain,country is not the configured modern-country value Spain.
161,169,Băişoara,Romania,Dacia,Cluj,46.581082,23.441612,False,False,excluded_country_not_spain,country is not the configured modern-country value Spain.
162,170,Băiţa ,Romania,Dacia,Hunedoara,46.024576,22.894773,False,False,excluded_country_not_spain,country is not the configured modern-country value Spain.
163,172,"Băiţa - Dealul Ghergheleului, Gallery 3",Romania,Dacia,Hunedoara  ,46.01904,22.88948,False,False,excluded_country_not_spain,country is not the configured modern-country value Spain.
164,173,"Băiţa - Dealul Ghergheleului, Gallery 4",Romania,Dacia,Hunedoara  ,46.01869,22.88964,False,False,excluded_country_not_spain,country is not the configured modern-country value Spain.
165,174,"Băiţa - Dealul Ghergheleului, Gallery 2",Romania,Dacia,Hunedoara  ,46.01946,22.88857,False,False,excluded_country_not_spain,country is not the configured modern-country value Spain.
166,175,"Băiţa - Dealul Ghergheleului, Gallery 5",Romania,Dacia,Hunedoara  ,46.01926,22.89019,False,False,excluded_country_not_spain,country is not the configured modern-country value Spain.
167,176,"Băiţa - Dealul Ghergheleului, Gallery 1",Romania,Dacia,Hunedoara  ,46.01946,22.89144,False,False,excluded_country_not_spain,country is not the configured modern-country value Spain.
168,177,Băiţa - Măgura,Romania,Dacia,Hunedoara  ,46.02104,22.893,False,False,excluded_country_not_spain,country is not the configured modern-country value Spain.
169,178,Băniţa,Romania,Dacia,Hunedoara  ,45.45164,23.27879,False,False,excluded_country_not_spain,country is not the configured modern-country value Spain.
170,179,"Barbura - Dealul Mialu, Galeria +50",Romania,Dacia,Hunedoara  ,46.00341,22.92045,False,False,excluded_country_not_spain,country is not the configured modern-country value Spain.
171,180,"Barbura - Dealul Mialu, Galeria Grimm",Romania,Dacia,Hunedoara  ,46.00459,22.91096,False,False,excluded_country_not_spain,country is not the configured modern-country value Spain.
172,181,"Barbura - Dealul Mialu, Galeria Iosefi",Romania,Dacia,Hunedoara  ,46.00389,22.92024,False,False,excluded_country_not_spain,country is not the configured modern-country value Spain.
173,182,Barbura - Dealul Piţiguş,Romania,Dacia,Hunedoara  ,46.00147,22.92447,False,False,excluded_country_not_spain,country is not the configured modern-country value Spain.
174,183,"Bazinul Caraşului, Valea Ciclovei  ",Romania,Dacia,Caraş-Severin  ,45.02585,21.73204,False,False,excluded_country_not_spain,country is not the configured modern-country value Spain.
175,184,Bistra,Romania,Dacia,Alba County,46.378701,23.102108,False,False,excluded_country_not_spain,country is not the configured modern-country value Spain.
176,186,Bocşa - Cracul de Aur,Romania,Dacia,Caraş-Severin  ,45.37591,21.73827,False,False,excluded_country_not_spain,country is not the configured modern-country value Spain.
177,187,Bolvaşniţa,Romania,Dacia,Caraş-Severin,45.345189,22.318491,False,False,excluded_country_not_spain,country is not the configured modern-country value Spain.
178,188,Borlova,Romania,Dacia,Caraş-Severin,45.366782,22.350062,False,False,excluded_country_not_spain,country is not the configured modern-country value Spain.
179,189,Bucium - Ieruga opencast,Romania,Dacia,Alba County,46.223428,23.199692,False,False,excluded_country_not_spain,country is not the configured modern-country value Spain.
180,190,Bucium - Gaura Perii opencast,Romania,Dacia,Alba County,46.222432,23.194116,False,False,excluded_country_not_spain,country is not the configured modern-country value Spain.
181,191,Bucium - Poduri,Romania,Dacia,Alba County,46.219622,23.200576,False,False,excluded_country_not_spain,country is not the configured modern-country value Spain.
182,192,Bucium - Citera Slăveşoi (galeria Petru şi Pavel),Romania,Dacia,Alba  ,46.231566,23.198683,False,False,excluded_country_not_spain,country is not the configured modern-country value Spain.
183,193,Bucureşci,Romania,Dacia,Hunedoara  ,46.12371,22.91135,False,False,excluded_country_not_spain,country is not the configured modern-country value Spain.
184,194,Câinelu de Sus - Galeria 1,Romania,Dacia,Hunedoara  ,46.06163,22.89439,False,False,excluded_country_not_spain,country is not the configured modern-country value Spain.
185,195,Câinelu de Sus - Galeria 2,Romania,Dacia,Hunedoara  ,46.06203,22.89511,False,False,excluded_country_not_spain,country is not the configured modern-country value Spain.
186,196,Câinelu de Sus - Galeria 3,Romania,Dacia,Hunedoara  ,46.06119,22.89473,False,False,excluded_country_not_spain,country is not the configured modern-country value Spain.
187,197,Câinelu de Sus - Galeria 4,Romania,Dacia,Hunedoara  ,46.05574,22.89443,False,False,excluded_country_not_spain,country is not the configured modern-country value Spain.
