mineID,technique_code,technique_name,source_column,source_raw_value,status,confirmed_present
663,underground,Underground,techniqueUnderground,0.0,absent,False
664,underground,Underground,techniqueUnderground,0.0,absent,False
665,underground,Underground,techniqueUnderground,,missing,
666,underground,Underground,techniqueUnderground,,missing,
667,underground,Underground,techniqueUnderground,,missing,
668,underground,Underground,techniqueUnderground,,missing,
669,underground,Underground,techniqueUnderground,1.0,present,True
670,underground,Underground,techniqueUnderground,0.0,absent,False
671,underground,Underground,techniqueUnderground,,missing,
672,underground,Underground,techniqueUnderground,0.0,absent,False
673,underground,Underground,techniqueUnderground,0.0,absent,False
674,underground,Underground,techniqueUnderground,0.0,absent,False
675,underground,Underground,techniqueUnderground,0.0,absent,False
676,underground,Underground,techniqueUnderground,,missing,
677,underground,Underground,techniqueUnderground,0.0,absent,False
678,underground,Underground,techniqueUnderground,0.0,absent,False
680,underground,Underground,techniqueUnderground,0.0,absent,False
681,underground,Underground,techniqueUnderground,0.0,absent,False
682,underground,Underground,techniqueUnderground,,missing,
