mineID,technique_code,technique_name,source_column,source_raw_value,status,confirmed_present
132,opencast,Opencast / surface,techniqueOpencast,0.0,absent,False
391,opencast,Opencast / surface,techniqueOpencast,1.0,present,True
429,opencast,Opencast / surface,techniqueOpencast,,missing,
430,opencast,Opencast / surface,techniqueOpencast,,missing,
431,opencast,Opencast / surface,techniqueOpencast,1.0,present,True
432,opencast,Opencast / surface,techniqueOpencast,,missing,
433,opencast,Opencast / surface,techniqueOpencast,,missing,
434,opencast,Opencast / surface,techniqueOpencast,1.0,present,True
435,opencast,Opencast / surface,techniqueOpencast,0.0,absent,False
436,opencast,Opencast / surface,techniqueOpencast,1.0,present,True
437,opencast,Opencast / surface,techniqueOpencast,,missing,
438,opencast,Opencast / surface,techniqueOpencast,,missing,
439,opencast,Opencast / surface,techniqueOpencast,1.0,present,True
440,opencast,Opencast / surface,techniqueOpencast,1.0,present,True
441,opencast,Opencast / surface,techniqueOpencast,,missing,
442,opencast,Opencast / surface,techniqueOpencast,,missing,
444,opencast,Opencast / surface,techniqueOpencast,,missing,
445,opencast,Opencast / surface,techniqueOpencast,0.0,absent,False
446,opencast,Opencast / surface,techniqueOpencast,0.0,absent,False
447,opencast,Opencast / surface,techniqueOpencast,,missing,
448,opencast,Opencast / surface,techniqueOpencast,0.0,absent,False
449,opencast,Opencast / surface,techniqueOpencast,0.0,absent,False
450,opencast,Opencast / surface,techniqueOpencast,0.0,absent,False
451,opencast,Opencast / surface,techniqueOpencast,,missing,
452,opencast,Opencast / surface,techniqueOpencast,,missing,
453,opencast,Opencast / surface,techniqueOpencast,,missing,
454,opencast,Opencast / surface,techniqueOpencast,,missing,
455,opencast,Opencast / surface,techniqueOpencast,,missing,
456,opencast,Opencast / surface,techniqueOpencast,,missing,
457,opencast,Opencast / surface,techniqueOpencast,,missing,
458,opencast,Opencast / surface,techniqueOpencast,1.0,present,True
459,opencast,Opencast / surface,techniqueOpencast,,missing,
460,opencast,Opencast / surface,techniqueOpencast,0.0,absent,False
461,opencast,Opencast / surface,techniqueOpencast,,missing,
462,opencast,Opencast / surface,techniqueOpencast,0.0,absent,False
463,opencast,Opencast / surface,techniqueOpencast,,missing,
464,opencast,Opencast / surface,techniqueOpencast,,missing,
465,opencast,Opencast / surface,techniqueOpencast,0.0,absent,False
466,opencast,Opencast / surface,techniqueOpencast,1.0,present,True
467,opencast,Opencast / surface,techniqueOpencast,1.0,present,True
468,opencast,Opencast / surface,techniqueOpencast,,missing,
469,opencast,Opencast / surface,techniqueOpencast,1.0,present,True
470,opencast,Opencast / surface,techniqueOpencast,,missing,
471,opencast,Opencast / surface,techniqueOpencast,,missing,
472,opencast,Opencast / surface,techniqueOpencast,0.0,absent,False
473,opencast,Opencast / surface,techniqueOpencast,1.0,present,True
474,opencast,Opencast / surface,techniqueOpencast,,missing,
475,opencast,Opencast / surface,techniqueOpencast,1.0,present,True
476,opencast,Opencast / surface,techniqueOpencast,,missing,
477,opencast,Opencast / surface,techniqueOpencast,,missing,
478,opencast,Opencast / surface,techniqueOpencast,1.0,present,True
479,opencast,Opencast / surface,techniqueOpencast,0.0,absent,False
480,opencast,Opencast / surface,techniqueOpencast,1.0,present,True
481,opencast,Opencast / surface,techniqueOpencast,,missing,
482,opencast,Opencast / surface,techniqueOpencast,,missing,
483,opencast,Opencast / surface,techniqueOpencast,,missing,
484,opencast,Opencast / surface,techniqueOpencast,0.0,absent,False
486,opencast,Opencast / surface,techniqueOpencast,1.0,present,True
487,opencast,Opencast / surface,techniqueOpencast,1.0,present,True
488,opencast,Opencast / surface,techniqueOpencast,1.0,present,True
489,opencast,Opencast / surface,techniqueOpencast,1.0,present,True
490,opencast,Opencast / surface,techniqueOpencast,1.0,present,True
491,opencast,Opencast / surface,techniqueOpencast,,missing,
492,opencast,Opencast / surface,techniqueOpencast,,missing,
493,opencast,Opencast / surface,techniqueOpencast,,missing,
494,opencast,Opencast / surface,techniqueOpencast,,missing,
495,opencast,Opencast / surface,techniqueOpencast,,missing,
496,opencast,Opencast / surface,techniqueOpencast,1.0,present,True
497,opencast,Opencast / surface,techniqueOpencast,1.0,present,True
498,opencast,Opencast / surface,techniqueOpencast,1.0,present,True
499,opencast,Opencast / surface,techniqueOpencast,1.0,present,True
500,opencast,Opencast / surface,techniqueOpencast,1.0,present,True
501,opencast,Opencast / surface,techniqueOpencast,,missing,
502,opencast,Opencast / surface,techniqueOpencast,0.0,absent,False
503,opencast,Opencast / surface,techniqueOpencast,,missing,
504,opencast,Opencast / surface,techniqueOpencast,,missing,
505,opencast,Opencast / surface,techniqueOpencast,,missing,
506,opencast,Opencast / surface,techniqueOpencast,0.0,absent,False
507,opencast,Opencast / surface,techniqueOpencast,,missing,
508,opencast,Opencast / surface,techniqueOpencast,,missing,
509,opencast,Opencast / surface,techniqueOpencast,,missing,
510,opencast,Opencast / surface,techniqueOpencast,,missing,
511,opencast,Opencast / surface,techniqueOpencast,,missing,
512,opencast,Opencast / surface,techniqueOpencast,,missing,
513,opencast,Opencast / surface,techniqueOpencast,1.0,present,True
514,opencast,Opencast / surface,techniqueOpencast,0.0,absent,False
515,opencast,Opencast / surface,techniqueOpencast,,missing,
516,opencast,Opencast / surface,techniqueOpencast,,missing,
517,opencast,Opencast / surface,techniqueOpencast,,missing,
518,opencast,Opencast / surface,techniqueOpencast,0.0,absent,False
519,opencast,Opencast / surface,techniqueOpencast,1.0,present,True
520,opencast,Opencast / surface,techniqueOpencast,,missing,
521,opencast,Opencast / surface,techniqueOpencast,1.0,present,True
523,opencast,Opencast / surface,techniqueOpencast,,missing,
524,opencast,Opencast / surface,techniqueOpencast,1.0,present,True
525,opencast,Opencast / surface,techniqueOpencast,1.0,present,True
526,opencast,Opencast / surface,techniqueOpencast,1.0,present,True
527,opencast,Opencast / surface,techniqueOpencast,0.0,absent,False
528,opencast,Opencast / surface,techniqueOpencast,1.0,present,True
529,opencast,Opencast / surface,techniqueOpencast,,missing,
530,opencast,Opencast / surface,techniqueOpencast,1.0,present,True
531,opencast,Opencast / surface,techniqueOpencast,,missing,
532,opencast,Opencast / surface,techniqueOpencast,,missing,
533,opencast,Opencast / surface,techniqueOpencast,,missing,
535,opencast,Opencast / surface,techniqueOpencast,1.0,present,True
536,opencast,Opencast / surface,techniqueOpencast,1.0,present,True
537,opencast,Opencast / surface,techniqueOpencast,,missing,
538,opencast,Opencast / surface,techniqueOpencast,1.0,present,True
539,opencast,Opencast / surface,techniqueOpencast,0.0,absent,False
540,opencast,Opencast / surface,techniqueOpencast,,missing,
541,opencast,Opencast / surface,techniqueOpencast,,missing,
542,opencast,Opencast / surface,techniqueOpencast,0.0,absent,False
543,opencast,Opencast / surface,techniqueOpencast,1.0,present,True
545,opencast,Opencast / surface,techniqueOpencast,0.0,absent,False
547,opencast,Opencast / surface,techniqueOpencast,1.0,present,True
548,opencast,Opencast / surface,techniqueOpencast,,missing,
549,opencast,Opencast / surface,techniqueOpencast,,missing,
550,opencast,Opencast / surface,techniqueOpencast,1.0,present,True
551,opencast,Opencast / surface,techniqueOpencast,,missing,
552,opencast,Opencast / surface,techniqueOpencast,,missing,
553,opencast,Opencast / surface,techniqueOpencast,1.0,present,True
554,opencast,Opencast / surface,techniqueOpencast,1.0,present,True
555,opencast,Opencast / surface,techniqueOpencast,,missing,
556,opencast,Opencast / surface,techniqueOpencast,1.0,present,True
557,opencast,Opencast / surface,techniqueOpencast,,missing,
558,opencast,Opencast / surface,techniqueOpencast,0.0,absent,False
559,opencast,Opencast / surface,techniqueOpencast,,missing,
560,opencast,Opencast / surface,techniqueOpencast,1.0,present,True
561,opencast,Opencast / surface,techniqueOpencast,,missing,
563,opencast,Opencast / surface,techniqueOpencast,,missing,
564,opencast,Opencast / surface,techniqueOpencast,,missing,
565,opencast,Opencast / surface,techniqueOpencast,1.0,present,True
566,opencast,Opencast / surface,techniqueOpencast,,missing,
567,opencast,Opencast / surface,techniqueOpencast,,missing,
568,opencast,Opencast / surface,techniqueOpencast,1.0,present,True
569,opencast,Opencast / surface,techniqueOpencast,,missing,
570,opencast,Opencast / surface,techniqueOpencast,1.0,present,True
571,opencast,Opencast / surface,techniqueOpencast,,missing,
572,opencast,Opencast / surface,techniqueOpencast,1.0,present,True
573,opencast,Opencast / surface,techniqueOpencast,,missing,
574,opencast,Opencast / surface,techniqueOpencast,,missing,
575,opencast,Opencast / surface,techniqueOpencast,,missing,
576,opencast,Opencast / surface,techniqueOpencast,0.0,absent,False
577,opencast,Opencast / surface,techniqueOpencast,0.0,absent,False
578,opencast,Opencast / surface,techniqueOpencast,,missing,
579,opencast,Opencast / surface,techniqueOpencast,0.0,absent,False
580,opencast,Opencast / surface,techniqueOpencast,,missing,
581,opencast,Opencast / surface,techniqueOpencast,,missing,
582,opencast,Opencast / surface,techniqueOpencast,0.0,absent,False
583,opencast,Opencast / surface,techniqueOpencast,,missing,
584,opencast,Opencast / surface,techniqueOpencast,,missing,
585,opencast,Opencast / surface,techniqueOpencast,,missing,
586,opencast,Opencast / surface,techniqueOpencast,0.0,absent,False
587,opencast,Opencast / surface,techniqueOpencast,,missing,
588,opencast,Opencast / surface,techniqueOpencast,1.0,present,True
589,opencast,Opencast / surface,techniqueOpencast,,missing,
590,opencast,Opencast / surface,techniqueOpencast,,missing,
591,opencast,Opencast / surface,techniqueOpencast,,missing,
592,opencast,Opencast / surface,techniqueOpencast,1.0,present,True
593,opencast,Opencast / surface,techniqueOpencast,1.0,present,True
594,opencast,Opencast / surface,techniqueOpencast,1.0,present,True
595,opencast,Opencast / surface,techniqueOpencast,1.0,present,True
596,opencast,Opencast / surface,techniqueOpencast,,missing,
597,opencast,Opencast / surface,techniqueOpencast,,missing,
598,opencast,Opencast / surface,techniqueOpencast,,missing,
599,opencast,Opencast / surface,techniqueOpencast,,missing,
601,opencast,Opencast / surface,techniqueOpencast,1.0,present,True
602,opencast,Opencast / surface,techniqueOpencast,0.0,absent,False
603,opencast,Opencast / surface,techniqueOpencast,,missing,
604,opencast,Opencast / surface,techniqueOpencast,,missing,
605,opencast,Opencast / surface,techniqueOpencast,1.0,present,True
606,opencast,Opencast / surface,techniqueOpencast,1.0,present,True
607,opencast,Opencast / surface,techniqueOpencast,0.0,absent,False
608,opencast,Opencast / surface,techniqueOpencast,1.0,present,True
609,opencast,Opencast / surface,techniqueOpencast,1.0,present,True
610,opencast,Opencast / surface,techniqueOpencast,0.0,absent,False
612,opencast,Opencast / surface,techniqueOpencast,0.0,absent,False
613,opencast,Opencast / surface,techniqueOpencast,0.0,absent,False
614,opencast,Opencast / surface,techniqueOpencast,0.0,absent,False
615,opencast,Opencast / surface,techniqueOpencast,,missing,
616,opencast,Opencast / surface,techniqueOpencast,1.0,present,True
617,opencast,Opencast / surface,techniqueOpencast,1.0,present,True
618,opencast,Opencast / surface,techniqueOpencast,1.0,present,True
619,opencast,Opencast / surface,techniqueOpencast,1.0,present,True
620,opencast,Opencast / surface,techniqueOpencast,1.0,present,True
623,opencast,Opencast / surface,techniqueOpencast,1.0,present,True
624,opencast,Opencast / surface,techniqueOpencast,1.0,present,True
625,opencast,Opencast / surface,techniqueOpencast,1.0,present,True
626,opencast,Opencast / surface,techniqueOpencast,,missing,
627,opencast,Opencast / surface,techniqueOpencast,1.0,present,True
629,opencast,Opencast / surface,techniqueOpencast,,missing,
630,opencast,Opencast / surface,techniqueOpencast,,missing,
631,opencast,Opencast / surface,techniqueOpencast,,missing,
632,opencast,Opencast / surface,techniqueOpencast,,missing,
633,opencast,Opencast / surface,techniqueOpencast,,missing,
634,opencast,Opencast / surface,techniqueOpencast,,missing,
635,opencast,Opencast / surface,techniqueOpencast,0.0,absent,False
636,opencast,Opencast / surface,techniqueOpencast,1.0,present,True
637,opencast,Opencast / surface,techniqueOpencast,0.0,absent,False
638,opencast,Opencast / surface,techniqueOpencast,,missing,
639,opencast,Opencast / surface,techniqueOpencast,,missing,
640,opencast,Opencast / surface,techniqueOpencast,0.0,absent,False
641,opencast,Opencast / surface,techniqueOpencast,,missing,
642,opencast,Opencast / surface,techniqueOpencast,,missing,
643,opencast,Opencast / surface,techniqueOpencast,,missing,
644,opencast,Opencast / surface,techniqueOpencast,1.0,present,True
645,opencast,Opencast / surface,techniqueOpencast,0.0,absent,False
646,opencast,Opencast / surface,techniqueOpencast,0.0,absent,False
647,opencast,Opencast / surface,techniqueOpencast,,missing,
648,opencast,Opencast / surface,techniqueOpencast,1.0,present,True
649,opencast,Opencast / surface,techniqueOpencast,1.0,present,True
650,opencast,Opencast / surface,techniqueOpencast,0.0,absent,False
651,opencast,Opencast / surface,techniqueOpencast,,missing,
652,opencast,Opencast / surface,techniqueOpencast,,missing,
653,opencast,Opencast / surface,techniqueOpencast,1.0,present,True
654,opencast,Opencast / surface,techniqueOpencast,,missing,
655,opencast,Opencast / surface,techniqueOpencast,,missing,
656,opencast,Opencast / surface,techniqueOpencast,,missing,
657,opencast,Opencast / surface,techniqueOpencast,,missing,
658,opencast,Opencast / surface,techniqueOpencast,0.0,absent,False
659,opencast,Opencast / surface,techniqueOpencast,,missing,
660,opencast,Opencast / surface,techniqueOpencast,,missing,
661,opencast,Opencast / surface,techniqueOpencast,1.0,present,True
662,opencast,Opencast / surface,techniqueOpencast,1.0,present,True
663,opencast,Opencast / surface,techniqueOpencast,1.0,present,True
664,opencast,Opencast / surface,techniqueOpencast,1.0,present,True
665,opencast,Opencast / surface,techniqueOpencast,,missing,
666,opencast,Opencast / surface,techniqueOpencast,,missing,
667,opencast,Opencast / surface,techniqueOpencast,,missing,
668,opencast,Opencast / surface,techniqueOpencast,,missing,
669,opencast,Opencast / surface,techniqueOpencast,0.0,absent,False
670,opencast,Opencast / surface,techniqueOpencast,1.0,present,True
671,opencast,Opencast / surface,techniqueOpencast,,missing,
672,opencast,Opencast / surface,techniqueOpencast,1.0,present,True
673,opencast,Opencast / surface,techniqueOpencast,1.0,present,True
674,opencast,Opencast / surface,techniqueOpencast,1.0,present,True
675,opencast,Opencast / surface,techniqueOpencast,1.0,present,True
676,opencast,Opencast / surface,techniqueOpencast,,missing,
677,opencast,Opencast / surface,techniqueOpencast,1.0,present,True
678,opencast,Opencast / surface,techniqueOpencast,1.0,present,True
680,opencast,Opencast / surface,techniqueOpencast,0.0,absent,False
681,opencast,Opencast / surface,techniqueOpencast,1.0,present,True
682,opencast,Opencast / surface,techniqueOpencast,,missing,
683,opencast,Opencast / surface,techniqueOpencast,0.0,absent,False
684,opencast,Opencast / surface,techniqueOpencast,,missing,
686,opencast,Opencast / surface,techniqueOpencast,1.0,present,True
687,opencast,Opencast / surface,techniqueOpencast,1.0,present,True
688,opencast,Opencast / surface,techniqueOpencast,0.0,absent,False
689,opencast,Opencast / surface,techniqueOpencast,,missing,
690,opencast,Opencast / surface,techniqueOpencast,,missing,
692,opencast,Opencast / surface,techniqueOpencast,,missing,
693,opencast,Opencast / surface,techniqueOpencast,,missing,
694,opencast,Opencast / surface,techniqueOpencast,1.0,present,True
695,opencast,Opencast / surface,techniqueOpencast,1.0,present,True
696,opencast,Opencast / surface,techniqueOpencast,,missing,
697,opencast,Opencast / surface,techniqueOpencast,0.0,absent,False
698,opencast,Opencast / surface,techniqueOpencast,1.0,present,True
699,opencast,Opencast / surface,techniqueOpencast,1.0,present,True
700,opencast,Opencast / surface,techniqueOpencast,,missing,
701,opencast,Opencast / surface,techniqueOpencast,0.0,absent,False
702,opencast,Opencast / surface,techniqueOpencast,0.0,absent,False
703,opencast,Opencast / surface,techniqueOpencast,0.0,absent,False
705,opencast,Opencast / surface,techniqueOpencast,1.0,present,True
706,opencast,Opencast / surface,techniqueOpencast,,missing,
707,opencast,Opencast / surface,techniqueOpencast,,missing,
708,opencast,Opencast / surface,techniqueOpencast,,missing,
709,opencast,Opencast / surface,techniqueOpencast,1.0,present,True
710,opencast,Opencast / surface,techniqueOpencast,,missing,
711,opencast,Opencast / surface,techniqueOpencast,,missing,
712,opencast,Opencast / surface,techniqueOpencast,,missing,
713,opencast,Opencast / surface,techniqueOpencast,1.0,present,True
715,opencast,Opencast / surface,techniqueOpencast,,missing,
716,opencast,Opencast / surface,techniqueOpencast,0.0,absent,False
717,opencast,Opencast / surface,techniqueOpencast,,missing,
718,opencast,Opencast / surface,techniqueOpencast,,missing,
719,opencast,Opencast / surface,techniqueOpencast,1.0,present,True
720,opencast,Opencast / surface,techniqueOpencast,,missing,
721,opencast,Opencast / surface,techniqueOpencast,1.0,present,True
722,opencast,Opencast / surface,techniqueOpencast,1.0,present,True
723,opencast,Opencast / surface,techniqueOpencast,,missing,
724,opencast,Opencast / surface,techniqueOpencast,,missing,
725,opencast,Opencast / surface,techniqueOpencast,,missing,
726,opencast,Opencast / surface,techniqueOpencast,,missing,
727,opencast,Opencast / surface,techniqueOpencast,,missing,
728,opencast,Opencast / surface,techniqueOpencast,,missing,
730,opencast,Opencast / surface,techniqueOpencast,,missing,
731,opencast,Opencast / surface,techniqueOpencast,0.0,absent,False
732,opencast,Opencast / surface,techniqueOpencast,,missing,
733,opencast,Opencast / surface,techniqueOpencast,1.0,present,True
734,opencast,Opencast / surface,techniqueOpencast,,missing,
735,opencast,Opencast / surface,techniqueOpencast,0.0,absent,False
736,opencast,Opencast / surface,techniqueOpencast,0.0,absent,False
737,opencast,Opencast / surface,techniqueOpencast,1.0,present,True
738,opencast,Opencast / surface,techniqueOpencast,1.0,present,True
739,opencast,Opencast / surface,techniqueOpencast,1.0,present,True
740,opencast,Opencast / surface,techniqueOpencast,,missing,
741,opencast,Opencast / surface,techniqueOpencast,0.0,absent,False
742,opencast,Opencast / surface,techniqueOpencast,,missing,
743,opencast,Opencast / surface,techniqueOpencast,,missing,
744,opencast,Opencast / surface,techniqueOpencast,,missing,
745,opencast,Opencast / surface,techniqueOpencast,,missing,
746,opencast,Opencast / surface,techniqueOpencast,0.0,absent,False
747,opencast,Opencast / surface,techniqueOpencast,,missing,
748,opencast,Opencast / surface,techniqueOpencast,,missing,
749,opencast,Opencast / surface,techniqueOpencast,0.0,absent,False
750,opencast,Opencast / surface,techniqueOpencast,,missing,
752,opencast,Opencast / surface,techniqueOpencast,,missing,
753,opencast,Opencast / surface,techniqueOpencast,1.0,present,True
754,opencast,Opencast / surface,techniqueOpencast,,missing,
755,opencast,Opencast / surface,techniqueOpencast,1.0,present,True
757,opencast,Opencast / surface,techniqueOpencast,1.0,present,True
758,opencast,Opencast / surface,techniqueOpencast,,missing,
759,opencast,Opencast / surface,techniqueOpencast,,missing,
760,opencast,Opencast / surface,techniqueOpencast,1.0,present,True
762,opencast,Opencast / surface,techniqueOpencast,1.0,present,True
763,opencast,Opencast / surface,techniqueOpencast,1.0,present,True
764,opencast,Opencast / surface,techniqueOpencast,1.0,present,True
765,opencast,Opencast / surface,techniqueOpencast,0.0,absent,False
767,opencast,Opencast / surface,techniqueOpencast,1.0,present,True
768,opencast,Opencast / surface,techniqueOpencast,1.0,present,True
769,opencast,Opencast / surface,techniqueOpencast,1.0,present,True
770,opencast,Opencast / surface,techniqueOpencast,1.0,present,True
772,opencast,Opencast / surface,techniqueOpencast,0.0,absent,False
773,opencast,Opencast / surface,techniqueOpencast,1.0,present,True
774,opencast,Opencast / surface,techniqueOpencast,1.0,present,True
775,opencast,Opencast / surface,techniqueOpencast,1.0,present,True
776,opencast,Opencast / surface,techniqueOpencast,1.0,present,True
777,opencast,Opencast / surface,techniqueOpencast,,missing,
778,opencast,Opencast / surface,techniqueOpencast,1.0,present,True
779,opencast,Opencast / surface,techniqueOpencast,1.0,present,True
780,opencast,Opencast / surface,techniqueOpencast,1.0,present,True
781,opencast,Opencast / surface,techniqueOpencast,1.0,present,True
782,opencast,Opencast / surface,techniqueOpencast,1.0,present,True
783,opencast,Opencast / surface,techniqueOpencast,1.0,present,True
784,opencast,Opencast / surface,techniqueOpencast,1.0,present,True
785,opencast,Opencast / surface,techniqueOpencast,,missing,
786,opencast,Opencast / surface,techniqueOpencast,1.0,present,True
787,opencast,Opencast / surface,techniqueOpencast,,missing,
788,opencast,Opencast / surface,techniqueOpencast,0.0,absent,False
789,opencast,Opencast / surface,techniqueOpencast,1.0,present,True
790,opencast,Opencast / surface,techniqueOpencast,1.0,present,True
791,opencast,Opencast / surface,techniqueOpencast,0.0,absent,False
792,opencast,Opencast / surface,techniqueOpencast,0.0,absent,False
793,opencast,Opencast / surface,techniqueOpencast,,missing,
794,opencast,Opencast / surface,techniqueOpencast,,missing,
795,opencast,Opencast / surface,techniqueOpencast,1.0,present,True
796,opencast,Opencast / surface,techniqueOpencast,,missing,
797,opencast,Opencast / surface,techniqueOpencast,0.0,absent,False
798,opencast,Opencast / surface,techniqueOpencast,,missing,
799,opencast,Opencast / surface,techniqueOpencast,0.0,absent,False
800,opencast,Opencast / surface,techniqueOpencast,1.0,present,True
802,opencast,Opencast / surface,techniqueOpencast,1.0,present,True
803,opencast,Opencast / surface,techniqueOpencast,,missing,
805,opencast,Opencast / surface,techniqueOpencast,1.0,present,True
806,opencast,Opencast / surface,techniqueOpencast,1.0,present,True
807,opencast,Opencast / surface,techniqueOpencast,,missing,
808,opencast,Opencast / surface,techniqueOpencast,,missing,
809,opencast,Opencast / surface,techniqueOpencast,1.0,present,True
810,opencast,Opencast / surface,techniqueOpencast,,missing,
811,opencast,Opencast / surface,techniqueOpencast,,missing,
812,opencast,Opencast / surface,techniqueOpencast,,missing,
813,opencast,Opencast / surface,techniqueOpencast,0.0,absent,False
814,opencast,Opencast / surface,techniqueOpencast,1.0,present,True
816,opencast,Opencast / surface,techniqueOpencast,,missing,
817,opencast,Opencast / surface,techniqueOpencast,,missing,
818,opencast,Opencast / surface,techniqueOpencast,,missing,
820,opencast,Opencast / surface,techniqueOpencast,,missing,
821,opencast,Opencast / surface,techniqueOpencast,,missing,
822,opencast,Opencast / surface,techniqueOpencast,1.0,present,True
823,opencast,Opencast / surface,techniqueOpencast,1.0,present,True
824,opencast,Opencast / surface,techniqueOpencast,,missing,
825,opencast,Opencast / surface,techniqueOpencast,1.0,present,True
826,opencast,Opencast / surface,techniqueOpencast,1.0,present,True
827,opencast,Opencast / surface,techniqueOpencast,,missing,
828,opencast,Opencast / surface,techniqueOpencast,1.0,present,True
829,opencast,Opencast / surface,techniqueOpencast,,missing,
830,opencast,Opencast / surface,techniqueOpencast,0.0,absent,False
831,opencast,Opencast / surface,techniqueOpencast,,missing,
832,opencast,Opencast / surface,techniqueOpencast,,missing,
833,opencast,Opencast / surface,techniqueOpencast,0.0,absent,False
836,opencast,Opencast / surface,techniqueOpencast,0.0,absent,False
837,opencast,Opencast / surface,techniqueOpencast,1.0,present,True
838,opencast,Opencast / surface,techniqueOpencast,1.0,present,True
839,opencast,Opencast / surface,techniqueOpencast,1.0,present,True
840,opencast,Opencast / surface,techniqueOpencast,0.0,absent,False
841,opencast,Opencast / surface,techniqueOpencast,,missing,
842,opencast,Opencast / surface,techniqueOpencast,0.0,absent,False
843,opencast,Opencast / surface,techniqueOpencast,,missing,
844,opencast,Opencast / surface,techniqueOpencast,,missing,
845,opencast,Opencast / surface,techniqueOpencast,1.0,present,True
846,opencast,Opencast / surface,techniqueOpencast,1.0,present,True
848,opencast,Opencast / surface,techniqueOpencast,1.0,present,True
849,opencast,Opencast / surface,techniqueOpencast,1.0,present,True
850,opencast,Opencast / surface,techniqueOpencast,1.0,present,True
851,opencast,Opencast / surface,techniqueOpencast,,missing,
853,opencast,Opencast / surface,techniqueOpencast,1.0,present,True
854,opencast,Opencast / surface,techniqueOpencast,0.0,absent,False
855,opencast,Opencast / surface,techniqueOpencast,0.0,absent,False
856,opencast,Opencast / surface,techniqueOpencast,1.0,present,True
857,opencast,Opencast / surface,techniqueOpencast,1.0,present,True
859,opencast,Opencast / surface,techniqueOpencast,1.0,present,True
860,opencast,Opencast / surface,techniqueOpencast,,missing,
865,opencast,Opencast / surface,techniqueOpencast,1.0,present,True
866,opencast,Opencast / surface,techniqueOpencast,1.0,present,True
867,opencast,Opencast / surface,techniqueOpencast,,missing,
868,opencast,Opencast / surface,techniqueOpencast,1.0,present,True
869,opencast,Opencast / surface,techniqueOpencast,1.0,present,True
870,opencast,Opencast / surface,techniqueOpencast,,missing,
871,opencast,Opencast / surface,techniqueOpencast,1.0,present,True
872,opencast,Opencast / surface,techniqueOpencast,1.0,present,True
873,opencast,Opencast / surface,techniqueOpencast,1.0,present,True
875,opencast,Opencast / surface,techniqueOpencast,1.0,present,True
876,opencast,Opencast / surface,techniqueOpencast,0.0,absent,False
878,opencast,Opencast / surface,techniqueOpencast,1.0,present,True
879,opencast,Opencast / surface,techniqueOpencast,0.0,absent,False
880,opencast,Opencast / surface,techniqueOpencast,,missing,
881,opencast,Opencast / surface,techniqueOpencast,0.0,absent,False
882,opencast,Opencast / surface,techniqueOpencast,1.0,present,True
884,opencast,Opencast / surface,techniqueOpencast,0.0,absent,False
885,opencast,Opencast / surface,techniqueOpencast,,missing,
886,opencast,Opencast / surface,techniqueOpencast,1.0,present,True
887,opencast,Opencast / surface,techniqueOpencast,0.0,absent,False
888,opencast,Opencast / surface,techniqueOpencast,1.0,present,True
889,opencast,Opencast / surface,techniqueOpencast,0.0,absent,False
890,opencast,Opencast / surface,techniqueOpencast,1.0,present,True
893,opencast,Opencast / surface,techniqueOpencast,1.0,present,True
895,opencast,Opencast / surface,techniqueOpencast,0.0,absent,False
896,opencast,Opencast / surface,techniqueOpencast,0.0,absent,False
897,opencast,Opencast / surface,techniqueOpencast,1.0,present,True
899,opencast,Opencast / surface,techniqueOpencast,1.0,present,True
900,opencast,Opencast / surface,techniqueOpencast,1.0,present,True
901,opencast,Opencast / surface,techniqueOpencast,1.0,present,True
902,opencast,Opencast / surface,techniqueOpencast,,missing,
904,opencast,Opencast / surface,techniqueOpencast,1.0,present,True
905,opencast,Opencast / surface,techniqueOpencast,1.0,present,True
906,opencast,Opencast / surface,techniqueOpencast,1.0,present,True
908,opencast,Opencast / surface,techniqueOpencast,1.0,present,True
909,opencast,Opencast / surface,techniqueOpencast,1.0,present,True
910,opencast,Opencast / surface,techniqueOpencast,,missing,
911,opencast,Opencast / surface,techniqueOpencast,,missing,
912,opencast,Opencast / surface,techniqueOpencast,,missing,
913,opencast,Opencast / surface,techniqueOpencast,,missing,
914,opencast,Opencast / surface,techniqueOpencast,0.0,absent,False
915,opencast,Opencast / surface,techniqueOpencast,,missing,
918,opencast,Opencast / surface,techniqueOpencast,1.0,present,True
919,opencast,Opencast / surface,techniqueOpencast,1.0,present,True
920,opencast,Opencast / surface,techniqueOpencast,,missing,
921,opencast,Opencast / surface,techniqueOpencast,1.0,present,True
922,opencast,Opencast / surface,techniqueOpencast,1.0,present,True
923,opencast,Opencast / surface,techniqueOpencast,,missing,
924,opencast,Opencast / surface,techniqueOpencast,1.0,present,True
925,opencast,Opencast / surface,techniqueOpencast,1.0,present,True
926,opencast,Opencast / surface,techniqueOpencast,1.0,present,True
927,opencast,Opencast / surface,techniqueOpencast,1.0,present,True
929,opencast,Opencast / surface,techniqueOpencast,,missing,
930,opencast,Opencast / surface,techniqueOpencast,0.0,absent,False
932,opencast,Opencast / surface,techniqueOpencast,1.0,present,True
933,opencast,Opencast / surface,techniqueOpencast,,missing,
934,opencast,Opencast / surface,techniqueOpencast,,missing,
935,opencast,Opencast / surface,techniqueOpencast,0.0,absent,False
936,opencast,Opencast / surface,techniqueOpencast,,missing,
937,opencast,Opencast / surface,techniqueOpencast,0.0,absent,False
938,opencast,Opencast / surface,techniqueOpencast,1.0,present,True
941,opencast,Opencast / surface,techniqueOpencast,1.0,present,True
942,opencast,Opencast / surface,techniqueOpencast,,missing,
943,opencast,Opencast / surface,techniqueOpencast,,missing,
944,opencast,Opencast / surface,techniqueOpencast,,missing,
